"id","status_group"
57644,"functional"
43217,"functional needs repair"
14922,"functional"
64775,"functional needs repair"
59160,"non functional"
38141,"non functional"
51518,"non functional"
43481,"functional"
36632,"non functional"
4347,"functional needs repair"
57963,"functional needs repair"
73460,"non functional"
26874,"functional needs repair"
45280,"functional needs repair"
50748,"functional needs repair"
33993,"functional needs repair"
11535,"non functional"
13028,"functional needs repair"
39580,"functional needs repair"
66084,"non functional"
72376,"non functional"
63494,"non functional"
5560,"functional needs repair"
53309,"non functional"
17248,"functional"
38848,"functional needs repair"
29171,"functional needs repair"
12765,"functional needs repair"
72042,"functional needs repair"
45045,"functional needs repair"
30553,"functional needs repair"
15746,"functional needs repair"
71754,"non functional"
26176,"functional needs repair"
40403,"non functional"
64029,"non functional"
56238,"functional needs repair"
52432,"functional needs repair"
38677,"functional needs repair"
2448,"functional needs repair"
73548,"functional needs repair"
51078,"functional needs repair"
27549,"functional needs repair"
886,"functional needs repair"
62399,"non functional"
70385,"functional needs repair"
60247,"functional needs repair"
48622,"functional needs repair"
43977,"functional needs repair"
2609,"functional"
66087,"non functional"
63428,"functional"
57506,"functional needs repair"
31307,"functional needs repair"
51965,"functional needs repair"
9288,"functional needs repair"
68778,"functional needs repair"
22485,"functional needs repair"
57533,"non functional"
6589,"non functional"
4402,"functional needs repair"
33976,"functional needs repair"
24206,"functional needs repair"
16883,"functional needs repair"
68280,"functional needs repair"
60751,"non functional"
57895,"non functional"
73433,"non functional"
59045,"functional needs repair"
62351,"functional needs repair"
32272,"functional"
34754,"functional needs repair"
8809,"functional needs repair"
35885,"functional needs repair"
39827,"functional needs repair"
63158,"functional needs repair"
28801,"functional needs repair"
52813,"functional needs repair"
21457,"functional needs repair"
17610,"functional needs repair"
4984,"functional needs repair"
37979,"non functional"
62974,"functional needs repair"
47204,"functional needs repair"
57616,"functional needs repair"
35329,"functional needs repair"
10767,"functional needs repair"
39234,"functional needs repair"
28022,"non functional"
19427,"functional needs repair"
57156,"functional needs repair"
25669,"functional needs repair"
71153,"non functional"
43875,"functional needs repair"
3448,"functional needs repair"
9629,"functional needs repair"
17846,"functional"
22620,"functional"
2246,"functional needs repair"
28894,"non functional"
46489,"non functional"
39041,"functional needs repair"
65364,"functional needs repair"
7226,"functional needs repair"
2650,"functional needs repair"
7706,"functional needs repair"
23147,"functional"
4797,"functional"
23043,"functional needs repair"
13339,"functional needs repair"
4229,"functional needs repair"
15853,"functional"
4180,"functional needs repair"
15068,"functional needs repair"
35611,"functional needs repair"
32401,"functional"
4110,"functional needs repair"
62206,"functional needs repair"
23600,"functional needs repair"
35239,"functional needs repair"
18252,"functional needs repair"
18152,"non functional"
21850,"functional needs repair"
47509,"functional needs repair"
13585,"functional needs repair"
16501,"functional needs repair"
9576,"non functional"
39351,"functional needs repair"
40022,"functional needs repair"
11435,"functional needs repair"
26631,"functional needs repair"
21565,"functional needs repair"
40163,"functional needs repair"
13859,"functional needs repair"
50767,"functional needs repair"
1932,"functional needs repair"
15282,"non functional"
73231,"non functional"
36347,"functional needs repair"
22076,"functional needs repair"
32903,"non functional"
31789,"functional needs repair"
67095,"functional needs repair"
41894,"functional needs repair"
9150,"non functional"
24822,"functional needs repair"
40477,"functional needs repair"
43193,"functional needs repair"
33377,"functional needs repair"
5889,"functional needs repair"
68402,"functional"
11690,"functional needs repair"
9583,"non functional"
14643,"functional needs repair"
33152,"functional needs repair"
45285,"functional"
11776,"non functional"
21082,"functional needs repair"
11224,"functional needs repair"
708,"functional needs repair"
24269,"functional needs repair"
66094,"functional needs repair"
29402,"non functional"
2132,"functional needs repair"
31876,"functional needs repair"
24888,"functional needs repair"
17297,"functional needs repair"
63391,"functional needs repair"
65405,"non functional"
27306,"functional needs repair"
53792,"functional needs repair"
33760,"non functional"
36858,"non functional"
21982,"functional needs repair"
47898,"functional"
45931,"functional needs repair"
24282,"functional needs repair"
57867,"functional needs repair"
2268,"functional needs repair"
42870,"functional needs repair"
51026,"non functional"
69496,"functional needs repair"
46258,"functional needs repair"
53653,"non functional"
8511,"non functional"
6437,"functional needs repair"
45277,"functional needs repair"
53647,"non functional"
45297,"functional needs repair"
12871,"functional needs repair"
73567,"functional needs repair"
37196,"functional needs repair"
33031,"functional needs repair"
50322,"non functional"
38362,"non functional"
48934,"functional needs repair"
50098,"functional needs repair"
25161,"non functional"
69627,"functional needs repair"
37050,"functional"
40161,"functional needs repair"
8596,"non functional"
17636,"functional needs repair"
14577,"non functional"
56393,"functional needs repair"
12822,"functional needs repair"
41075,"functional needs repair"
37885,"functional needs repair"
68842,"functional"
66015,"non functional"
21780,"non functional"
6796,"functional"
56069,"functional"
54247,"functional"
40874,"functional needs repair"
27638,"functional needs repair"
57276,"non functional"
15827,"non functional"
59544,"functional needs repair"
46615,"non functional"
68917,"functional needs repair"
32281,"functional"
20795,"functional needs repair"
3775,"non functional"
56610,"non functional"
14626,"functional needs repair"
58335,"functional needs repair"
27434,"functional needs repair"
45224,"functional needs repair"
21863,"functional needs repair"
13646,"functional"
45316,"functional needs repair"
39015,"functional needs repair"
62036,"functional"
19035,"functional"
46630,"functional needs repair"
15059,"non functional"
32074,"functional"
39871,"functional needs repair"
32047,"functional needs repair"
9958,"functional needs repair"
38679,"functional"
67067,"non functional"
45840,"functional needs repair"
71345,"functional needs repair"
28783,"non functional"
56300,"non functional"
25363,"functional needs repair"
57254,"functional needs repair"
4852,"functional needs repair"
37650,"non functional"
37830,"non functional"
55583,"functional"
47834,"functional"
33053,"functional needs repair"
40053,"functional needs repair"
35615,"functional needs repair"
41935,"functional needs repair"
53719,"functional needs repair"
42782,"functional needs repair"
24343,"functional needs repair"
44635,"functional needs repair"
46200,"functional needs repair"
31185,"functional needs repair"
16460,"functional needs repair"
17353,"non functional"
5891,"functional needs repair"
24375,"functional needs repair"
5203,"non functional"
62385,"functional"
56459,"functional needs repair"
29879,"functional"
51522,"functional needs repair"
35245,"non functional"
40141,"functional needs repair"
4870,"functional needs repair"
29726,"non functional"
43211,"functional needs repair"
62320,"functional needs repair"
49299,"functional needs repair"
35963,"non functional"
24820,"functional needs repair"
31300,"functional"
47524,"functional needs repair"
3102,"functional needs repair"
65536,"functional"
61221,"non functional"
72699,"non functional"
67398,"functional needs repair"
13994,"functional needs repair"
27826,"functional needs repair"
1379,"functional needs repair"
2681,"functional needs repair"
53171,"functional needs repair"
2389,"functional needs repair"
55799,"functional needs repair"
